Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR10002727,2020-08-21 00:02:13,2019-08-20 14:32:47,4558502,1376667604,4558502,302,507,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10002/SRR10002727/SRR10002727.lite.1,SRX6741825,SL310982,WGS,RANDOM,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP218814,PRJNA561080,,561080,SRS5292672,SAMN12606807,simple,655179,air metagenome,gCSD17-HKG-AS48,,,,,,,no,,,,,NORWEGIAN DEFENCE RESEARCH ESTABLISHMENT (FFI),SRA944895,,public,2849DBBA5E77F9B26D1BF049F3B40084,AE8790BEBB477C2A2C78C8C5C121685A
SRR10002730,2020-08-21 00:02:13,2019-08-20 14:33:50,5194163,1568637226,5194163,302,573,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10002/SRR10002730/SRR10002730.lite.1,SRX6741822,SL310983,WGS,RANDOM,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP218814,PRJNA561080,,561080,SRS5292669,SAMN12606808,simple,655179,air metagenome,gCSD17-HKG-AS49,,,,,,,no,,,,,NORWEGIAN DEFENCE RESEARCH ESTABLISHMENT (FFI),SRA944895,,public,BEEA4CDFD07DCFC59EE5E8F5086DD35E,FE0CEF1EACEAD2F6E68A34C9BECBE61E
SRR10002729,2020-08-21 00:02:13,2019-08-20 14:33:11,4443329,1341885358,4443329,302,478,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10002/SRR10002729/SRR10002729.lite.1,SRX6741823,SL310984,WGS,RANDOM,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP218814,PRJNA561080,,561080,SRS5292670,SAMN12606809,simple,655179,air metagenome,gCSD17-HKG-AS50,,,,,,,no,,,,,NORWEGIAN DEFENCE RESEARCH ESTABLISHMENT (FFI),SRA944895,,public,4F2394AD359323D2852345CFB5128950,82599514E416B9C510717FD789CFBAC9
SRR10002732,2020-08-21 00:02:13,2019-08-20 14:34:35,5264326,1589826452,5264326,302,590,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10002/SRR10002732/SRR10002732.lite.1,SRX6741820,SL310985,WGS,RANDOM,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP218814,PRJNA561080,,561080,SRS5292667,SAMN12606810,simple,655179,air metagenome,gCSD17-HKG-AS51,,,,,,,no,,,,,NORWEGIAN DEFENCE RESEARCH ESTABLISHMENT (FFI),SRA944895,,public,BB90D795961361CE04360B879B8A59B7,C65ECF676D115E708BF52A02C0DAAA8D
SRR10002733,2020-08-21 00:02:13,2019-08-20 14:34:40,5272017,1592149134,5272017,302,591,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10002/SRR10002733/SRR10002733.lite.1,SRX6741819,SL310988,WGS,RANDOM,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP218814,PRJNA561080,,561080,SRS5292666,SAMN12606813,simple,655179,air metagenome,gCSD17-HKG-AS54,,,,,,,no,,,,,NORWEGIAN DEFENCE RESEARCH ESTABLISHMENT (FFI),SRA944895,,public,C10586E217823D06FE62D15F0CBB1EDC,947A96CEDD2387B23B73FEE706C5FA42
SRR10002725,2020-08-21 00:02:13,2019-08-20 14:34:10,5599722,1691116044,5599722,302,635,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10002/SRR10002725/SRR10002725.lite.1,SRX6741827,SL310989,WGS,RANDOM,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP218814,PRJNA561080,,561080,SRS5292674,SAMN12606814,simple,655179,air metagenome,gCSD17-HKG-AS55,,,,,,,no,,,,,NORWEGIAN DEFENCE RESEARCH ESTABLISHMENT (FFI),SRA944895,,public,63C511228A577555B01C0BE3D4ED1372,E36701B2BD0EA68198A0B1D9C971445B
SRR10002724,2020-08-21 00:02:13,2019-08-20 14:34:02,5381725,1625280950,5381725,302,606,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10002/SRR10002724/SRR10002724.lite.1,SRX6741828,SL310990,WGS,RANDOM,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP218814,PRJNA561080,,561080,SRS5292675,SAMN12606815,simple,655179,air metagenome,gCSD17-HKG-AS56,,,,,,,no,,,,,NORWEGIAN DEFENCE RESEARCH ESTABLISHMENT (FFI),SRA944895,,public,A96E70D012A05B18F5ADCAEA964443A3,64BA8FBE4AAE94B46A21B9B1E173A042
SRR10002687,2020-08-21 00:02:14,2019-08-20 14:30:18,6193758,1870514916,6193758,302,702,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10002/SRR10002687/SRR10002687.lite.1,SRX6741864,SL311001,WGS,RANDOM,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP218814,PRJNA561080,,561080,SRS5292711,SAMN12606826,simple,655179,air metagenome,gCSD17-HKG-AS67,,,,,,,no,,,,,NORWEGIAN DEFENCE RESEARCH ESTABLISHMENT (FFI),SRA944895,,public,B87D242F680593045AA53A34154078FD,AE09A2878B4C96967E3FA996E43D264F
SRR10002686,2020-08-21 00:02:15,2019-08-20 14:29:57,4526525,1367010550,4526525,302,502,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10002/SRR10002686/SRR10002686.lite.1,SRX6741865,SL311002,WGS,RANDOM,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP218814,PRJNA561080,,561080,SRS5292712,SAMN12606827,simple,655179,air metagenome,gCSD17-HKG-AS68,,,,,,,no,,,,,NORWEGIAN DEFENCE RESEARCH ESTABLISHMENT (FFI),SRA944895,,public,EDFAD912EF0D452090A2F5F44C3AC1F8,5BDFFDE6286093C3A020A13FB38BD30E
SRR10002685,2020-08-21 00:02:15,2019-08-20 14:31:06,4239346,1280282492,4239346,302,463,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10002/SRR10002685/SRR10002685.lite.1,SRX6741866,SL311003,WGS,RANDOM,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP218814,PRJNA561080,,561080,SRS5292713,SAMN12606828,simple,655179,air metagenome,gCSD17-HKG-AS69,,,,,,,no,,,,,NORWEGIAN DEFENCE RESEARCH ESTABLISHMENT (FFI),SRA944895,,public,BC196195448F6157B3836FFA169A82E3,0B9EB6628EE41B31A545D2C2D77FD55E
SRR10002684,2020-08-21 00:02:15,2019-08-20 14:29:44,3276008,989354416,3276008,302,346,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10002/SRR10002684/SRR10002684.lite.1,SRX6741867,SL311004,WGS,RANDOM,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP218814,PRJNA561080,,561080,SRS5292714,SAMN12606829,simple,655179,air metagenome,gCSD17-HKG-AS70,,,,,,,no,,,,,NORWEGIAN DEFENCE RESEARCH ESTABLISHMENT (FFI),SRA944895,,public,21CEBEDC8617DDEE824C53EC3318208D,9CAF899C2BC904BC01D809F035412AEF
SRR10002683,2020-08-21 00:02:15,2019-08-20 14:29:04,3660025,1105327550,3660025,302,403,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10002/SRR10002683/SRR10002683.lite.1,SRX6741868,SL311005,WGS,RANDOM,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP218814,PRJNA561080,,561080,SRS5292715,SAMN12606830,simple,655179,air metagenome,gCSD17-HKG-AS71,,,,,,,no,,,,,NORWEGIAN DEFENCE RESEARCH ESTABLISHMENT (FFI),SRA944895,,public,120D4BAC946B37CEFD30A0229419B748,BF86F9248D1BCC00FD45376703CB2727
SRR10002682,2020-08-21 00:02:15,2019-08-20 14:29:48,4320186,1304696172,4320186,302,478,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10002/SRR10002682/SRR10002682.lite.1,SRX6741869,SL311006,WGS,RANDOM,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP218814,PRJNA561080,,561080,SRS5292716,SAMN12606831,simple,655179,air metagenome,gCSD17-HKG-AS72,,,,,,,no,,,,,NORWEGIAN DEFENCE RESEARCH ESTABLISHMENT (FFI),SRA944895,,public,AEA32CB57668599ABC77297A73644011,55FC5D63140E4A127B9FF3EE2D5B4120
SRR10002681,2020-08-21 00:02:15,2019-08-20 14:31:05,5587151,1687319602,5587151,302,595,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10002/SRR10002681/SRR10002681.lite.1,SRX6741870,SL311007,WGS,RANDOM,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP218814,PRJNA561080,,561080,SRS5292717,SAMN12606832,simple,655179,air metagenome,gCSD17-HKG-AS73,,,,,,,no,,,,,NORWEGIAN DEFENCE RESEARCH ESTABLISHMENT (FFI),SRA944895,,public,63D08210D776D9D34B1C69C351493BE5,DC9CBB890AAE5A9B784F97314CB835F8
SRR10002680,2020-08-21 00:02:15,2019-08-20 14:29:28,4371590,1320220180,4371590,302,466,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10002/SRR10002680/SRR10002680.lite.1,SRX6741871,SL311008,WGS,RANDOM,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP218814,PRJNA561080,,561080,SRS5292718,SAMN12606833,simple,655179,air metagenome,gCSD17-HKG-AS74,,,,,,,no,,,,,NORWEGIAN DEFENCE RESEARCH ESTABLISHMENT (FFI),SRA944895,,public,F29195829631F90F0BA051C3C8BE32E3,DA2A9D2D8B52BBB89F1570CF9F025AC3
SRR10002679,2020-08-21 00:02:15,2019-08-20 14:30:58,6895863,2082550626,6895863,302,777,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10002/SRR10002679/SRR10002679.lite.1,SRX6741872,SL311009,WGS,RANDOM,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP218814,PRJNA561080,,561080,SRS5292719,SAMN12606834,simple,655179,air metagenome,gCSD17-HKG-AS75,,,,,,,no,,,,,NORWEGIAN DEFENCE RESEARCH ESTABLISHMENT (FFI),SRA944895,,public,F65BC25E5D5FCD1C950FD3DBF764E7DA,C9AE8D2B5822BF958BC40ACA681500D4
SRR10002678,2020-08-21 00:02:15,2019-08-20 14:30:25,6069789,1833076278,6069789,302,660,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10002/SRR10002678/SRR10002678.lite.1,SRX6741873,SL311010,WGS,RANDOM,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP218814,PRJNA561080,,561080,SRS5292720,SAMN12606835,simple,655179,air metagenome,gCSD17-HKG-AS76,,,,,,,no,,,,,NORWEGIAN DEFENCE RESEARCH ESTABLISHMENT (FFI),SRA944895,,public,06EB9832D31DBF30A2EF390780DE4B8F,F029959CAA2CD30AAF915FBF8228353D
SRR10002714,2020-08-21 00:02:14,2019-08-20 14:34:09,6226283,1880337466,6226283,302,796,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10002/SRR10002714/SRR10002714.lite.1,SRX6741838,SL342406,WGS,RANDOM,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP218814,PRJNA561080,,561080,SRS5292685,SAMN12606709,simple,655179,air metagenome,gCSD17-LON-AS15,,,,,,,no,,,,,NORWEGIAN DEFENCE RESEARCH ESTABLISHMENT (FFI),SRA944895,,public,BE1B449982E0F7A628E72AE7810EE346,FB650E5D8B6F5AFC89FB90A2ED947711
SRR10002718,2020-08-21 00:02:14,2019-08-20 14:33:34,4528250,1367531500,4528250,302,582,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10002/SRR10002718/SRR10002718.lite.1,SRX6741834,SL342407,WGS,RANDOM,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP218814,PRJNA561080,,561080,SRS5292681,SAMN12606713,simple,655179,air metagenome,gCSD17-LON-AS16,,,,,,,no,,,,,NORWEGIAN DEFENCE RESEARCH ESTABLISHMENT (FFI),SRA944895,,public,B557354BBC559EE107FA98A8585E2E31,89A8CBEBC3181D2D61610A3330A97CD6
SRR10002701,2020-08-21 00:02:14,2019-08-20 14:31:32,4369767,1319669634,4369767,302,559,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10002/SRR10002701/SRR10002701.lite.1,SRX6741850,SL342409,WGS,RANDOM,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP218814,PRJNA561080,,561080,SRS5292697,SAMN12606721,simple,655179,air metagenome,gCSD17-LON-AS18,,,,,,,no,,,,,NORWEGIAN DEFENCE RESEARCH ESTABLISHMENT (FFI),SRA944895,,public,7B353BA16DE64BB7FDBDBAE673BC66EC,87CFF1186DDC48DF219CA4A29EF1DC01
SRR10002715,2020-08-21 00:02:14,2019-08-20 14:34:25,6567117,1983269334,6567117,302,837,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10002/SRR10002715/SRR10002715.lite.1,SRX6741837,SL342415,WGS,RANDOM,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP218814,PRJNA561080,,561080,SRS5292684,SAMN12606706,simple,655179,air metagenome,gCSD17-LON-AS24,,,,,,,no,,,,,NORWEGIAN DEFENCE RESEARCH ESTABLISHMENT (FFI),SRA944895,,public,D83ED6BD9FA88F9B8D424C04D2F03EF4,266626DA90BD60FC83616C0C1E641157
SRR10002700,2020-08-21 00:02:14,2019-08-20 14:31:16,5061696,1528632192,5061696,302,645,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10002/SRR10002700/SRR10002700.lite.1,SRX6741851,SL342417,WGS,RANDOM,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP218814,PRJNA561080,,561080,SRS5292698,SAMN12606722,simple,655179,air metagenome,gCSD17-LON-AS26,,,,,,,no,,,,,NORWEGIAN DEFENCE RESEARCH ESTABLISHMENT (FFI),SRA944895,,public,2B0B47CEFA22A1E814A6131586C562A4,AB3047362181C55C11D54CB5D6354AED
SRR10002721,2020-08-21 00:02:14,2019-08-20 14:34:18,5099191,1539955682,5099191,302,650,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10002/SRR10002721/SRR10002721.lite.1,SRX6741831,SL342419,WGS,RANDOM,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP218814,PRJNA561080,,561080,SRS5292678,SAMN12606714,simple,655179,air metagenome,gCSD17-LON-AS28,,,,,,,no,,,,,NORWEGIAN DEFENCE RESEARCH ESTABLISHMENT (FFI),SRA944895,,public,EE9F340A63CD7BC3C2DAD7DEB6CB5EAA,05597E3DC422D0E5EB9C214286A8858A
SRR10002719,2020-08-21 00:02:14,2019-08-20 14:33:53,3572731,1078964762,3572731,302,461,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10002/SRR10002719/SRR10002719.lite.1,SRX6741833,SL342420,WGS,RANDOM,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP218814,PRJNA561080,,561080,SRS5292680,SAMN12606710,simple,655179,air metagenome,gCSD17-LON-AS29,,,,,,,no,,,,,NORWEGIAN DEFENCE RESEARCH ESTABLISHMENT (FFI),SRA944895,,public,5DD1E00BAB07C45BD7C6F9589F9C6F7F,66A3C3D31E653C498C96F92456F04C75
SRR10002716,2020-08-21 00:02:14,2019-08-20 14:33:52,5942917,1794760934,5942917,302,757,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10002/SRR10002716/SRR10002716.lite.1,SRX6741836,SL342425,WGS,RANDOM,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP218814,PRJNA561080,,561080,SRS5292683,SAMN12606707,simple,655179,air metagenome,gCSD17-LON-AS34,,,,,,,no,,,,,NORWEGIAN DEFENCE RESEARCH ESTABLISHMENT (FFI),SRA944895,,public,27F727EDFDC276341C34509F92F2AEFA,8983471B1F6A31693EC4CD5F4AB40BDE
SRR10002699,2020-08-21 00:02:14,2019-08-20 14:31:11,4392658,1326582716,4392658,302,569,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10002/SRR10002699/SRR10002699.lite.1,SRX6741852,SL342427,WGS,RANDOM,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP218814,PRJNA561080,,561080,SRS5292699,SAMN12606723,simple,655179,air metagenome,gCSD17-LON-AS36,,,,,,,no,,,,,NORWEGIAN DEFENCE RESEARCH ESTABLISHMENT (FFI),SRA944895,,public,490A57CB6D1B96D9BD1C4C7D7BBB3183,8E0DB33D934241AEBF20C7F10C906424
SRR10002722,2020-08-21 00:02:14,2019-08-20 14:34:51,4738150,1430921300,4738150,302,610,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10002/SRR10002722/SRR10002722.lite.1,SRX6741830,SL342429,WGS,RANDOM,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP218814,PRJNA561080,,561080,SRS5292677,SAMN12606715,simple,655179,air metagenome,gCSD17-LON-AS38,,,,,,,no,,,,,NORWEGIAN DEFENCE RESEARCH ESTABLISHMENT (FFI),SRA944895,,public,7F02F874368479C8CB725A41DA7A0464,95CA657E91468625CB902B291A854A70
SRR10002720,2020-08-21 00:02:14,2019-08-20 14:33:35,5363452,1619762504,5363452,302,682,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10002/SRR10002720/SRR10002720.lite.1,SRX6741832,SL342430,WGS,RANDOM,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP218814,PRJNA561080,,561080,SRS5292679,SAMN12606711,simple,655179,air metagenome,gCSD17-LON-AS39,,,,,,,no,,,,,NORWEGIAN DEFENCE RESEARCH ESTABLISHMENT (FFI),SRA944895,,public,80F69FC3910D53803085E3FCAC73B017,8332E8B662F2512289539FB20E2A8262
SRR10002713,2020-08-21 00:02:14,2019-08-20 14:32:25,3727702,1125766004,3727702,302,476,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos5/sra-pub-zq-16/SRR010/10002/SRR10002713/SRR10002713.lite.1,SRX6741839,SL342396,WGS,RANDOM,METAGENOMIC,PAIRED,0,0,ILLUMINA,Illumina HiSeq 2500,SRP218814,PRJNA561080,,561080,SRS5292686,SAMN12606708,simple,655179,air metagenome,gCSD17-LON-AS5,,,,,,,no,,,,,NORWEGIAN DEFENCE RESEARCH ESTABLISHMENT (FFI),SRA944895,,public,C5172412F4877BCA45A2526259329F71,0461C4BE216B5C9363801B9E0AA744C4
